ID,Station,Sex,Age,Weight (gram),Weight Log10,Censored Weight,Ear (mm),Rostrum (mm),Hind Foot (mm),Tail (mm),Censored Tail,Species,Phallus,Genotype,HybridType,Distance,Latitude,Longitude,Year,Date,Left Ear,Right Ear,Zone Number,Zone,Trap Line,Trap Station,Reproductive Status,Pregnant,Female Reproductive Status,Reprodutive Comment,Vulva Condition,Past Years Recapture,Follow Up,Handlers,Issue,Comments,Collected,Ectoparasite Load,Botflies,Botfly Present,Fleas Observed,Ectoparasite Comment,Hair,Fecal,Symmatry,Type,Height,Midden Width Maximum(meters),Midden Width Minimum (meters),Substrate,Canopy,Scat,Scat Amount,Clippings,Clipping Species,Clipping Type,PredSE Weight Log10
783,MZ-29,Male,Adult,380,2.579783597,no,40,9.52,41,204,0,fuscipes,N. fuscipes bullatior,fuscipes,,-277.26,35.77474,-120.793623,2010,"38,878 ",3816,3817,3,Sympatry,MZ,29,Scrotal,,,,,no,,JH Bender and MM Koenig,updated genotype,,,Low,0,no,Few,,no,0,Asymmetrical,Typical,0.75,1.5,1,Stick,Western Sycamore,present,Low,present,Populus fremontii,old,0.004851788
784,CZ-30,Male,Adult,310,2.491361694,no,40,9.55,41,204,0,fuscipes,N. fuscipes bullatior,fuscipes,,296.07,35.773944,-120.795032,2010,"38,884 ",S9,S9,3,Sympatry,CZ,30,Scrotal,,,,,no,,JH Bender and MM Koenig,updated genotype,,,,0,no,Many,,yes,1,Symmetrical,Typical,0.5,2,1.75,Stick,Red Willow,present,Medium,present,Artemisia douglasiana,old,0.004902456
785,MZ-62,Female,Adult,330,2.51851394,no,37,10,43,204,0,hybrid,n/a,hybrid,F2,217.09,35.774079,-120.794372,2010,"38,879 ",698,3968,3,Sympatry,MZ,62,Post Lactate,,Parous,Very faint scars on teets.Vaginal opening closed.,Nonperforate,yes,,JH Bender and MM Koenig,,,,Low,0,no,Few,,no,0,,,0,0,0,No Midden,Fremont's Cottonwood,present,Medium,absent,,absent,0.009668311
786,AS-19A,Male,Adult,332,2.521138084,no,35,,45,204,0,fuscipes,N. fuscipes bullatior,fuscipes,,-622.81,35.775914,-120.793128,2008,"38,152 ",536,536,3,Sympatry,AS,0,,,,,,,,JC Crawford,,,,High,0,no,,,no,0,,,,,,,,,,,,,0.004823364
788,MZ-39,Male,Adult,335,2.525044807,no,39,8.42,41,205,0,fuscipes,N. fuscipes bullatior,fuscipes,,-153.76,35.774552,-120.79405,2010,"38,887 ",S54,S54,3,Sympatry,MZ,39,Scrotal,,,,,no,,JH Bender and MM Koenig,updated genotype,,,Medium,0,no,Few,,yes,0,Symmetrical,Typical,0.75,0.75,0.75,Log with Sticks,Fremont's Cottonwood,present,Low,present,Platanus racemosa,old,0.004862344
790,MZ-52,Male,Adult,265,2.423245874,no,37,9.63,41,205,0,macrotis,N. macrotis luciana,macrotis,,257.59,35.774101,-120.794015,2010,"38,879 ",465,465,3,Sympatry,MZ,52,Scrotal,,,,,yes,,JH Bender and MM Koenig,,Added ear tag to Left ear (3970),,Low,0,no,Many,,no,0,Asymmetrical,Typical,1,2.5,1.5,Stick,Arroyo Willow,present,Low,present,Artemisia douglasiana,old,0.004853462
791,CZ-33,Male,Adult,395,2.596597096,no,40,10.16,41,205,0,fuscipes,N. fuscipes bullatior,fuscipes,,286.83,35.774436,-120.79548,2010,"38,884 ",S11,S11,3,Sympatry,CZ,33,Scrotal,,,,,no,,JH Bender and MM Koenig,updated genotype,,,Medium,0,no,Many,,no,0,Symmetrical,Typical,1,2.25,2,Stick,Red Willow,present,Medium,present,Artemisia douglasiana,old,0.004901607
792,AS-,Female,Adult,257,2.409933123,no,33,,,206,0,fuscipes,n/a,fuscipes,,-525.67,35.775934,-120.793725,2009,"38,429 ",na,665,3,Sympatry,AS,0,,,Nulliparous,,,,,JC Crawford,,,,Low,0,no,,,no,0,,,,,,,,,,,,,0.004563077
793,CZ-8,Female,Adult,325,2.511883361,no,36,,38,206,0,hybrid,n/a,hybrid,F2,562.26,35.773315,-120.79549,2010,"38,832 ",802,802,3,Sympatry,CZ,8,Lactating,,Parous,,Nonperforate,yes,Rostrum,JH Bender and MM Koenig,,,,Low,0,no,None,,no,0,Symmetrical,Typical,1.25,2,1.75,Log with Sticks,Black Elderberry,present,Medium,present,Sambucus mexicana,fresh,0.00967164
794,NC-148,Female,Adult,247,2.392696953,no,39,9.7,39,206,0,fuscipes,n/a,fuscipes,,-590.22,35.776146,-120.793765,2010,"38,861 ",3700,3701,3,Sympatry,NC,148,Post Lactate,,Parous,"Scars around teats, recent post Lactate.",Nonperforate,no,,JH Bender and MM Koenig,updated genotype,,,Low,0,no,Few,,no,0,,,0,0,0,No Midden,Red Willow,absent,absent,absent,,absent,0.004557956
795,MZ-86,Male,Adult,370,2.568201724,no,42,9.56,41,206,0,fuscipes,n/a,fuscipes,,157.09,35.774253,-120.794366,2010,"38,891 ",S81,S81,3,Sympatry,MZ,86,Scrotal,,,Unknown,,no,,JH Bender and MM Koenig,updated genotype,,,Medium,0,no,Many,,yes,4,Asymmetrical,Typical,0.5,2,1,Log with Sticks,Western Sycamore,present,Low,absent,,absent,0.004889792
796,MZ-79,Female,Adult,257,2.409933123,no,34,7.88,42,206,0,macrotis,n/a,macrotis,,157.39,35.774301,-120.794853,2010,"38,879 ",3844,3845,3,Sympatry,MZ,79,Post Lactate,,Parous,No scars on teets.,Perforate,no,,JH Bender and MM Koenig,updated genotype,,,Low,0,no,Few,,no,0,Symmetrical,Typical,0.75,2,1.5,Stick,Red Willow,present,Medium,present,Salix laevigata,fresh,0.004984989
797,MZ-58,Female,Adult,300,2.477121255,no,,9.46,40,207,0,fuscipes,n/a,fuscipes,,248.91,35.774036,-120.794201,2010,"38,879 ",3836,3837,3,Sympatry,MZ,58,Post Lactate,,Parous,Scars present on teets (old).,Perforate,no,,JH Bender and MM Koenig,updated genotype,Bloody front snout,,Low,0,no,Few,,no,0,Symmetrical,Typical,0.75,0.75,0.75,Log with Sticks,Red Willow,present,Medium,present,Populus fremontii,fresh,0.004629904
798,NC-96,Female,Adult,335,2.525044807,no,37,9.72,41,207,0,fuscipes,n/a,fuscipes,,-661.46,35.775987,-120.793033,2010,"38,859 ",537,537,3,Sympatry,NC,96,,,,,,yes,Sex,JH Bender and MM Koenig,,escaped,,Medium,0,no,Many,,no,0,Asymmetrical,Typical,0.75,2.5,1.75,Stick,Red Willow,present,Low,,,absent,0.00455239
800,KH-,Male,Adult,404,2.606381365,no,35,,44,207,0,fuscipes,N. fuscipes bullatior,fuscipes,,360.86,35.773768,-120.79509,2009,"38,427 ",na,641,3,Sympatry,KH,0,,,,,,,,JC Crawford,,,,None,0,no,,,no,0,,,,,,,,,,,,,0.00490844
801,CZ-29,Female,Adult,268,2.428134794,no,37,8.3,36,208,0,macrotis,n/a,macrotis,,334.35,35.773872,-120.795137,2010,"38,833 ",476,476,3,Sympatry,CZ,29,Post Lactate,,Parous,Enlarged teats,Nonperforate,yes,Rostrum,JH Bender and MM Koenig,,,,Low,0,no,None,,no,0,Symmetrical,Typical,0.25,1.25,0.75,Log with Sticks,Fremont's Cottonwood,present,Low,present,Unknown,old,0.004965854
802,MZ-1,Male,Adult,310,2.491361694,no,35,8.25,37,208,0,macrotis,N. macrotis luciana,macrotis,,-469.06,35.775395,-120.793256,2010,"38,885 ",770,770,3,Sympatry,MZ,1,Scrotal,,,,,yes,,JH Bender and MM Koenig,,,,Low,0,no,Few,,yes,4,Asymmetrical,Typical,0.75,2.5,0.75,Hillside,Valley Oak,absent,absent,absent,,absent,0.004934331
803,MZ-1,Male,Adult,310,2.491361694,no,35,8.25,37,208,0,macrotis,N. macrotis luciana,macrotis,,-469.06,35.775395,-120.793256,2010,"38,885 ",770,770,3,Sympatry,MZ,1,Scrotal,,,,,yes,,JH Bender and MM Koenig,,,,Low,0,no,Few,,yes,4,Asymmetrical,Typical,0.75,2.5,0.75,Hillside,Valley Oak,present,Low,absent,,absent,0.004934331
804,NC-88,Male,Adult,355,2.550228353,no,36,,37,208,0,fuscipes,N. fuscipes bullatior,fuscipes,,-779.54,35.776298,-120.792864,2010,"38,858 ",841,841,3,Sympatry,NC,88,Scrotal,,,,,yes,Rostrum,JH Bender and MM Koenig,,,,Low,0,no,Few,,no,0,,,0,0,0,No Midden,Red Willow,absent,absent,present,Artemisia douglasiana,old,0.004811034
805,NC-119,Female,Adult,305,2.484299839,no,36,8.93,38,208,0,fuscipes,n/a,fuscipes,,-483.31,35.775747,-120.793622,2010,"38,851 ",3644,3645,3,Sympatry,NC,119,Post Lactate,,Parous,,Nonperforate,no,Rostrum,JH Bender,updated genotype,,,Low,0,no,Few,,no,0,Symmetrical,Typical,1,1.75,1.75,Stick,Coyote Brush,present,Low,present,Baccharis pilularis,old,0.004566476
806,MZ-107,Female,Adult,290,2.462397998,no,39,9.7,38,208,0,fuscipes,n/a,fuscipes,,0,35.774657,-120.794552,2010,"38,880 ",3858,3859,3,Sympatry,MZ,107,Post Lactate,,Parous,No scars present. Nipples swollen not nursing.,Perforate,no,,JH Bender and MM Koenig,,Brown individual.,,Low,0,no,Few,,yes,2,Symmetrical,Typical,1,2.25,1.75,Log with Sticks,Red Willow,present,Medium,present,Salix laevigata,fresh,0.004607383
807,CZ-39,Male,Adult,285,2.45484486,no,38,10.5,38,208,0,fuscipes,N. fuscipes bullatior,fuscipes,,-113.56,35.774934,-120.794728,2010,"38,844 ",3596,3597,3,Sympatry,CZ,39,Scrotal,,,,,no,,JH Bender and MM Koenig,updated genotype,Raw and bloody snout from trap,,Low,0,no,Few,,no,0,,,0,0,0,No Midden,Red Willow,present,Medium,absent,,absent,0.004865824
808,MZ-61,Female,Adult,295,2.469822016,no,39,9.52,40,208,0,hybrid,n/a,hybrid,bx_fu,207.03,35.774127,-120.794299,2010,"38,879 ",699,3969,3,Sympatry,MZ,61,Post Lactate,,Parous,,Perforate,yes,,JH Bender and MM Koenig,updated genotype,,,Low,0,no,Few,,no,0,Asymmetrical,Typical,0.25,2,0.75,Stick,Fremont's Cottonwood,present,Low,present,Salix lasiolepis,old,0.009668234
809,NC-94,Male,Adult,345,2.537819095,no,41,9.88,40,208,0,fuscipes,N. fuscipes bullatior,fuscipes,,-658.91,35.776048,-120.793131,2010,"38,850 ",3632,3633,3,Sympatry,NC,94,Scrotal,,,,,no,,JH Bender,updated genotype,,,Medium,0,no,Many,,no,0,Asymmetrical,Typical,0.75,2.5,1.75,Stick,Red Willow,present,Low,,,absent,0.004820492
810,TF-13B,Female,Adult,346,2.539076099,no,39,,41,208,0,fuscipes,n/a,fuscipes,,-324.57,35.775102,-120.793604,2008,"38,156 ",568,568,3,Sympatry,TF,0,,,,,,,,JC Crawford,,,,Low,0,no,,,no,0,,,,,,,,,,,,,0.004579487
811,NC-144,Female,Adult,325,2.511883361,no,38,8.25,42,208,0,fuscipes,n/a,fuscipes,,-672.79,35.776263,-120.79343,2010,"38,861 ",796,796,3,Sympatry,NC,144,Post Lactate,,Parous,"scars visible on teats, not recent",Nonperforate,yes,,JH Bender and MM Koenig,,,,Low,0,no,Few,,no,0,Asymmetrical,Typical,0.75,2,1,Stick,Red Willow,absent,absent,absent,,absent,0.004551513
813,TF-11A,Female,Adult,296,2.471291711,no,32,,42,208,0,fuscipes,n/a,fuscipes,,-248.87,35.77508,-120.793893,2008,"38,156 ",563,563,3,Sympatry,TF,0,Lactating,,Parous,,,,Cinnamon brown FU-like coloring,JC Crawford,,,,Medium,0,no,,,no,0,,,,,,,,,,,,,0.00458584
814,CZ-24,Male,Adult,345,2.537819095,no,39,8.28,43,208,0,macrotis,N. macrotis luciana,macrotis,,300.6,35.773854,-120.794788,2010,"38,883 ",S4,S4,3,Sympatry,CZ,24,Scrotal,,,,,no,,JH Bender and MM Koenig,,,,Low,0,no,Few,,no,0,Symmetrical,Typical,0.5,1.5,1.25,Log with Sticks,Arroyo Willow,present,Medium,present,Artemisia douglasiana,fresh,0.004848891
815,NC-92,Male,Adult,415,2.618048097,no,39,10.16,43,208,0,fuscipes,N. fuscipes bullatior,fuscipes,,-719.92,35.77616,-120.792975,2010,"38,868 ",710,710,3,Sympatry,NC,92,Scrotal,,,,,yes,,JH Bender and MM Koenig,,,,Medium,0,no,Many,1 Botfly scar,no,0,Asymmetrical,Typical,0.75,2,1,Stick,Red Willow,present,Low,,,absent,0.004815682
816,AS-19B,Female,Adult,261,2.416640507,no,36,,43,208,0,fuscipes,n/a,fuscipes,,-535.48,35.77583,-120.793463,2008,"38,154 ",553,553,3,Sympatry,AS,0,,,,,,,,JC Crawford,,,,Low,0,no,,,no,0,,,,,,,,,,,,,0.004562294
817,AS-12B,Female,Adult,266,2.424881637,no,32,,41,209,0,fuscipes,n/a,fuscipes,,-670.91,35.776281,-120.793483,2008,"38,153 ",547,547,3,Sympatry,AS,0,Lactating,,Parous,,,,,JC Crawford,,,,Low,0,no,,,no,0,,,,,,,,,,,,,0.004551658
818,MZ-42,Male,Adult,355,2.550228353,no,39,9.86,44,209,0,fuscipes,N. fuscipes bullatior,fuscipes,,-128.42,35.774724,-120.794127,2010,"38,879 ",3828,3829,3,Sympatry,MZ,42,Scrotal,,,,,no,,JH Bender and MM Koenig,updated genotype,,,Low,0,no,Few,,no,0,,,,,,,,,,,,,0.004864535
819,KH-,Female,Adult,271,2.432969291,no,35,,,210,0,fuscipes,n/a,fuscipes,,316.91,35.773798,-120.794725,2009,"38,427 ",na,643,3,Sympatry,KH,0,,,Parous,,,,,JC Crawford,,,,Medium,0,no,,,no,0,,,,,,,,,,,,,0.00463622
820,MZ-23,Female,Adult,233,2.367355921,no,33,8.88,37,210,0,macrotis,n/a,macrotis,,-185.51,35.774861,-120.793979,2010,"38,931 ",S423,S423,3,Sympatry,MZ,23,Post Lactate,,Parous,scars presemt on teats,Perforate,no,,JH Bender and AL Estacio,updated genotype,"caught in same trap as Peromyscus, Peromyscus was killed by Neotoma",,Medium,0,no,Moderate,,no,0,Asymmetrical,Typical,0.5,0.75,0.25,Stick,Western Sycamore,present,Medium,present,Salix laevigata,fresh,0.005023369
821,MZ-42,Female,Adult,295,2.469822016,no,38,8.25,38,210,0,fuscipes,n/a,fuscipes,,-128.42,35.774724,-120.794127,2010,"38,889 ",S61,S61,3,Sympatry,MZ,42,Post Lactate,,Parous,,Nonperforate,no,,JH Bender and MM Koenig,updated genotype,"Mastitic on left teets. Left teets are swollen and hard, infected.",,Low,0,no,Many,,yes,2,,,,,,,,,,,,,0.004596142
822,CZ-16,Female,Adult,266,2.424881637,no,36,9.18,39,210,0,macrotis,n/a,macrotis,,425.05,35.77361,-120.795186,2010,"38,954 ",S441,S441,3,Sympatry,CZ,16,Post Lactate,,Parous,,Perforate,no,,"MM Koenig, AL Estacio, SL Widin",updated genotype,,,Low,0,no,Few,,no,0,Symmetrical,Typical,0.75,1.75,1.5,Crook of Bush,Poison Oak,present,Low,present,Artemisia douglasiana,fresh,0.004956222
823,TF-8A,Male,Adult,251,2.399673721,no,35,,42,210,0,fuscipes,N. macrotis luciana,fuscipes,,-285.04,35.775206,-120.793867,2008,"38,156 ",562,562,3,Sympatry,TF,0,,,,,,,"Odd looking phallus, maybe due to age?",JC Crawford,,,,Low,0,no,,,no,0,,,,,,,,,,,,,0.00485113
824,CZ-16,Male,Adult,320,2.505149978,no,37,,42,210,0,macrotis,N. macrotis luciana,macrotis,,425.05,35.77361,-120.795186,2010,"38,832 ",701,701,3,Sympatry,CZ,16,Scrotal,,,,,yes,Rostrum,JH Bender and MM Koenig,,,,Low,0,no,None,,no,0,Symmetrical,Typical,0.75,1.75,1.5,Crook of Bush,Poison Oak,present,Low,present,Artemisia douglasiana,fresh,0.004835799
825,TF-16D,Male,Adult,285,2.45484486,no,40,,42,210,0,macrotis,N. macrotis luciana,macrotis,,-299.74,35.774749,-120.793548,2009,"38,525 ",798,798,3,Sympatry,TF,0,,,,,,,,JC Crawford,,,,Medium,0,no,,,no,0,,,,,,,,,,,,,0.004914863
826,MZ-101,Male,Adult,395,2.596597096,no,40,9.58,43,210,0,fuscipes,N. fuscipes bullatior,fuscipes,,89.37,35.774448,-120.79471,2010,"38,880 ",3965,646,3,Sympatry,MZ,101,Scrotal,,,,,yes,,JH Bender and MM Koenig,,,,Low,0,no,Few,,yes,1,Asymmetrical,Typical,0.75,2,0.75,Log with Sticks,Coyote Brush,present,High,present,Artemisia douglasiana,old,0.004883708
827,CZ-10,Male,Adult,445,2.648360011,no,39,9.92,43,210,0,fuscipes,N. fuscipes bullatior,fuscipes,,570.36,35.773245,-120.795385,2010,"38,845 ",3604,3605,3,Sympatry,CZ,10,Scrotal,,,,,no,,JH Bender and MM Koenig,,,,Low,0,no,None,,no,0,Symmetrical,Typical,0.75,1.75,1.25,Crook of Tree,Red Willow,present,Medium,present,Salix laevigata and Clematis lasiantha,fresh,0.004928129
828,KH-12F,Male,Adult,335,2.525044807,no,37,,43,210,0,fuscipes,N. fuscipes bullatior,fuscipes,,537.05,35.773284,-120.795214,2009,"38,513 ",780,780,3,Sympatry,KH,0,,,,,,,,JC Crawford,,,,Medium,0,no,,,no,0,,,,,,,,,,,,,0.004924964
829,TF-18B,Female,Adult,,,no,34,,44,210,0,fuscipes,n/a,fuscipes,,-269.66,35.774887,-120.793688,2008,"38,155 ",559,559,3,Sympatry,TF,0,Lactating,,Parous,,,,Trap rolled,JC Crawford,,,,Medium,0,no,,,no,0,,,,,,,,,,,,,0.004584085
830,NC-153,Male,Adult,425,2.62838893,no,38,9.7,45,210,0,fuscipes,N. fuscipes bullatior,fuscipes,,-363.23,35.775436,-120.793787,2010,"38,861 ",824,824,3,Sympatry,NC,153,Scrotal,,,,,yes,,JH Bender and MM Koenig,,,,Medium,0,no,Many,,no,0,Symmetrical,Typical,1,2,2,Stick,Red Willow,absent,absent,present,Baccharis pilularis,old,0.004844561
831,KH--,Female,Adult,260,2.414973348,no,34,,45,210,0,fuscipes,n/a,fuscipes,,300.84,35.773863,-120.794833,2008,"38,135 ",457,457,3,Sympatry,KH,0,,,Parous,,,,,JC Crawford,,,,Medium,0,no,,,no,0,,,,,,,,,,,,,0.004634722
832,NC-126,Male,Adult,395,2.596597096,no,40,9.6,37,211,0,fuscipes,N. fuscipes bullatior,fuscipes,,-586.38,35.775999,-120.793459,2010,"38,860 ",800,800,3,Sympatry,NC,126,,,,,,yes,Sex and Measurements,JH Bender and MM Koenig,,escaped,,Low,0,no,Few,,no,0,Symmetrical,Typical,0.75,2,1.75,Log with Sticks,Red Willow,absent,absent,present,,old,0.004826281
833,MZ-7,Female,Adult,325,2.511883361,no,40,9.58,38,211,0,fuscipes,n/a,fuscipes,,-398.38,35.775194,-120.793382,2010,"38,885 ",S24,S24,3,Sympatry,MZ,7,Post Lactate,,Parous,,Perforate,no,,JH Bender and MM Koenig,updated genotype,Clear Left ear.,,High,2,yes,Many,Botflies on neck,yes,4,Asymmetrical,Typical,0.5,2,1,Crook of Tree,Arroyo Willow,present,Low,absent,,absent,0.004573384
834,CZ-38,Male,Adult,251,2.399673721,no,33,8.6,40,211,0,hybrid,N. fuscipes bullatior,hybrid,F2,198.89,35.774846,-120.795181,2010,"38,939 ",S367,S367,3,Sympatry,CZ,38,Nonscrotal,,,,,no,,JH Bender and AL Estacio,updated genotype,,,Low,0,no,None,mites present,no,0,,,,,,,,,,,,,0.009645837
835,NC-90,Male,Adult,370,2.568201724,no,41,9.45,43,211,0,fuscipes,N. fuscipes bullatior,fuscipes,,-759.22,35.776262,-120.792918,2010,"38,858 ",709,B76,3,Sympatry,NC,90,Scrotal,,,,,yes,Rostrum,JH Bender and MM Koenig,checked,Right ear tag (B76) placed backwards,,Low,0,no,Few,1 Botfly scar,no,0,Asymmetrical,Typical,0.75,2,1,Stick,Red Willow,present,Low,,,absent,0.004812612
836,AS-,Male,Adult,287,2.457881897,no,34,,45,211,0,fuscipes,N. fuscipes bullatior,fuscipes,,-751.9,35.776207,-120.792877,2009,"38,429 ",na,673,3,Sympatry,AS,0,,,,,,,,JC Crawford,,,,None,0,no,,,no,0,,,,,,,,,,,,,0.004813182
837,MZ-105,Male,Adult,295,2.469822016,no,36,9.38,39,212,0,fuscipes,N. fuscipes bullatior,fuscipes,,34.19,35.774572,-120.794503,2010,"38,880 ",3856,3857,3,Sympatry,MZ,105,Scrotal,,,,,no,,JH Bender and MM Koenig,,,,Low,0,no,Few,,yes,1,Asymmetrical,Typical,0.25,0.75,0.5,Crook of Tree,Red Willow,present,High,present,Salix laevigata,old,0.004878793
838,CZ-46,Male,Adult,255,2.40654018,no,40,9.48,40,212,0,fuscipes,N. fuscipes bullatior,fuscipes,,-179.15,35.775058,-120.794902,2010,"38,884 ",S17,S17,3,Sympatry,CZ,46,Scrotal,,,,,no,,JH Bender and MM Koenig,updated genotype,,,Low,0,no,Few,,yes,3,Asymmetrical,Typical,0.5,1.5,0.5,Crook of Tree,Red Willow,present,High,present,Baccharis pilularis,fresh,0.004860157
839,MZ-31B,Female,Adult,299,2.475671188,no,37,9.58,40,212,0,macrotis,n/a,macrotis,,-259.09,35.774512,-120.793697,2010,"38,878 ",3822,3823,3,Sympatry,MZ,0,Post Lactate,,Parous,Scars on teets very old.,Nonperforate,no,,JH Bender and MM Koenig,,,,Low,0,no,Few,,no,0,Asymmetrical,Typical,0.75,2,1,Crook of Tree,Black Elderberry,present,Low,present,Sambucus mexicana,fresh,0.005031831
840,MZ-10,Female,Adult,345,2.537819095,no,40,10.18,40,212,0,fuscipes,n/a,fuscipes,,-338.17,35.775154,-120.793589,2010,"38,885 ",S26,S26,3,Sympatry,MZ,10,Post Lactate,,Parous,No scars present,Nonperforate,no,,JH Bender and MM Koenig,updated genotype,,,Medium,0,no,Many,,yes,1,Symmetrical,Typical,1.25,4,3,Log with Sticks,Fremont's Cottonwood,absent,absent,absent,,absent,0.004578355
841,CZ-31,Male,Adult,405,2.607455023,no,39,,40,212,0,fuscipes,N. fuscipes bullatior,fuscipes,,244.8,35.77405,-120.794907,2010,"38,833 ",469,469,3,Sympatry,CZ,31,Scrotal,,,,,yes,Rostrum,JH Bender and MM Koenig,,,,Low,0,no,Few,,no,0,Symmetrical,Typical,0.75,2.25,2,Log with Sticks,Red Willow,present,Medium,present,Artemisia douglasiana,fresh,0.004897757
842,MZ-109,Female,Adult,265,2.423245874,no,38,9.6,41,212,0,fuscipes,n/a,fuscipes,,-52.22,35.774599,-120.794391,2010,"38,880 ",3860,3861,3,Sympatry,MZ,109,Post Lactate,,Parous,No scars on teets.,Perforate,no,,JH Bender and MM Koenig,updated genotype,Very Brown Individual,,Low,0,no,Few,,yes,2,Asymmetrical,Typical,0.75,3,1.25,Log with Sticks,Red Willow,present,High,absent,,absent,0.004602781
843,NC-158,Female,Adult,281,2.44870632,no,38,9.9,41,212,0,fuscipes,n/a,fuscipes,,-277.73,35.775213,-120.793911,2010,"38,861 ",3704,3705,3,Sympatry,NC,158,Post Lactate,,Parous,1 scar visible on teat.,Nonperforate,no,,JH Bender and MM Koenig,updated genotype,,,Low,0,no,Few,,no,0,Symmetrical,Typical,1,2,1.5,Stick,Coyote Brush,absent,absent,absent,,absent,0.004583406
844,MZ-43,Female,Adult,305,2.484299839,no,38,9.48,43,212,0,fuscipes,n/a,fuscipes,,-130.17,35.774678,-120.794114,2010,"38,879 ",3830,3831,3,Sympatry,MZ,43,Post Lactate,,Parous,"Swollen nipples, but not Lactating.",Nonperforate,no,,JH Bender and MM Koenig,updated genotype,One scar on teets visible. Swollen nipples. White gelatinous plug in vaginal opening -possible recent copulation -sperm plug? (or ),,Low,0,no,Few,,no,0,Asymmetrical,Typical,0.75,4,1,Stick,Western Sycamore,present,Low,absent,,absent,0.004595991
846,CZ-38,Female,Adult,305,2.484299839,no,38,,38,213,0,fuscipes,n/a,fuscipes,,198.89,35.774846,-120.795181,2010,"38,833 ",3352,3353,3,Sympatry,CZ,38,Lactating,,Parous,multiple bite marks on teats,Nonperforate,no,Rostrum,JH Bender and MM Koenig,,,,Low,0,no,None,1 Botfly scar,no,0,,,,,,,,,,,,,0.004625302
847,MZ-64,Male,Adult,375,2.574031268,no,40,10.08,39,213,0,fuscipes,N. fuscipes bullatior,fuscipes,,229.32,35.774068,-120.794278,2010,"38,890 ",S71,S71,3,Sympatry,MZ,64,Scrotal,,,,,no,,JH Bender and MM Koenig,updated genotype,,,Medium,1,yes,Many,lump=botfly scar?,yes,0,Asymmetrical,Typical,1,2.5,1.5,Log with Sticks,Fremont's Cottonwood,present,Low,absent,,absent,0.004896345
848,CZ-27,Male,Adult,350,2.544068044,no,40,10.09,39,213,0,fuscipes,N. fuscipes bullatior,fuscipes,,367.04,35.773758,-120.795112,2010,"38,844 ",696,B89,3,Sympatry,CZ,27,Scrotal,,,,,yes,,JH Bender and MM Koenig,,,,Low,0,no,None,,no,0,Symmetrical,Typical,1,1.75,1.5,Stick,California Coffeeberry,present,Low,present,Populus fremontii,old,0.004909014
849,CZ-39,Female,Adult,265,2.423245874,no,38,11.3,39,213,0,fuscipes,n/a,fuscipes,,-113.56,35.774934,-120.794728,2010,"38,844 ",3598,3599,3,Sympatry,CZ,39,Lactating,,Parous,,Nonperforate,no,,JH Bender and MM Koenig,,,,Low,0,no,Few,,no,0,,,0,0,0,No Midden,Red Willow,present,Medium,absent,,absent,0.004597429
850,CZ-32,Female,Adult,305,2.484299839,no,37,9.7,40,213,0,fuscipes,n/a,fuscipes,,326.53,35.774214,-120.795509,2010,"38,844 ",3586,3587,3,Sympatry,CZ,32,Lactating,,Parous,,Nonperforate,no,,JH Bender and MM Koenig,,,,Low,0,no,Few,,no,0,Symmetrical,Typical,1,3,1.75,Stick,Red Willow,present,Medium,present,Salix laevigata,fresh,0.00463712
851,CZ-50,Female,Adult,297,2.472756449,no,39,11.24,41,213,0,fuscipes,n/a,fuscipes,,-190.6,35.775154,-120.794754,2010,"38,881 ",3882,3883,3,Sympatry,CZ,50,Post Lactate,,Parous,No scars on teets.,Perforate,no,,JH Bender and MM Koenig,updated genotype,,,,0,no,Few,,yes,3,,,,,,,,,,,,,0.004590794
852,MZ-103,Female,Adult,300,2.477121255,no,40,9.37,42,213,0,fuscipes,n/a,fuscipes,,76.52,35.774447,-120.794541,2010,"38,933 ",S488,S488,3,Sympatry,MZ,103,Post Lactate,,Parous,,Perforate,no,,MM Koenig and AL Estacio,updated genotype,,,Low,0,no,Few,,no,0,Asymmetrical,Typical,0.25,2,0.75,Log with Sticks,Red Willow,present,High,absent,,absent,0.004614205
853,MZ-82,Female,Adult,325,2.511883361,no,39,9.4,41,214,0,fuscipes,n/a,fuscipes,,107.83,35.774367,-120.794626,2010,"38,880 ",3848,3849,3,Sympatry,MZ,82,Post Lactate,,Parous,No scars on teets present. Dark Disharge from vaginal opening- gelatinous,Perforate,no,,JH Bender and MM Koenig,updated genotype,,,Low,0,no,Few,,yes,3,Symmetrical,Typical,0.5,1,0.75,Crook of Tree,Red Willow,present,Low,present,Salix laevigata,fresh,0.004617023
854,MZ-103,Male,Adult,267,2.426511261,no,39,8.65,42,214,0,fuscipes,N. fuscipes bullatior,fuscipes,,76.52,35.774447,-120.794541,2010,"38,933 ",S487,S487,3,Sympatry,MZ,103,Nonscrotal,,,,,no,,MM Koenig and AL Estacio,updated genotype,,,Low,0,no,Few,,no,0,Asymmetrical,Typical,0.25,2,0.75,Log with Sticks,Red Willow,present,High,absent,,absent,0.00488256
855,AS-9B,Female,Adult,281,2.44870632,no,34,,42,214,0,fuscipes,n/a,fuscipes,,-726.59,35.776395,-120.793348,2008,"38,153 ",546,546,3,Sympatry,AS,0,Lactating,,Parous,,,,,JC Crawford,,,,Medium,0,no,,,no,0,,,,,,,,,,,,,0.00454738
